id;cpath;opath
886;[2329, 6996, 862, 6995, 762, 9060, 7873, 8458, 8478, 7874, 758, 4769, 755, 3351, 940, 30, 28, 25, 5643, 7811, 5640, 5646, 5639, 6753, 6750, 6751, 7815, 6431, 828, 7950, 46, 7955, 7953, 10560, 7956, 47, 37, 40, 48];[2329, 2329, 2329, 2329, 2329, 862, 862, 862, 862, 6995, 6995, 6995, 762, 9060, 9060, 7873, 7873, 7873, 7873, 7874, 7874, 7874, 7874, 4769, 4769, 755, 940, 940, 30, 7953, 10560, 10560, 7956, 47, 37, 37, 40, 48, 48, 48, 48]
887;[9169, 9164, 1338, 2291, 2139, 10164, 7679, 2184, 2159, 2288, 8528, 2166, 2167, 2208, 2214, 2189, 5194, 2191, 4904, 2233, 2194, 2249, 4913, 4902, 4908, 4968, 6159, 6164, 6202, 4910, 6207, 658, 10430, 10429, 5730];[9169, 9169, 9169, 9164, 1338, 1338, 2291, 10164, 2288, 8528, 2166, 2167, 2208, 5194, 4904, 2233, 4913, 4913, 4913, 4902, 4968, 4968, 4910, 6207, 6207, 10430, 10429, 5730, 5730]
888;[];[]
889;[2935, 7434, 7368, 2939, 7350, 7395, 7393, 7366, 7397, 7365, 8384, 7360, 10288, 2879, 10956, 10959, 2973, 8846, 8851, 9722, 1072, 1075, 2880, 7427, 8062, 1070, 7990, 7993, 612, 603, 605, 5270, 2364, 3254, 3250, 607, 3245, 3252, 10044, 3261, 3249, 3202, 3198, 3201, 3200];[2935, 7434, 2939, 7365, 8384, 10288, 10288, 10959, 8851, 1072, 7427, 8062, 7990, 7990, 7990, 7993, 7993, 612, 612, 605, 2364, 3254, 3254, 607, 3249, 3202, 3198, 3198, 3201, 3201, 3200, 3200, 3200]
890;[];[]
891;[2329, 6996, 861, 8739, 984, 974, 2157, 4683, 4688, 4694, 1983];[2329, 2329, 2329, 2329, 8739, 8739, 8739, 974, 974, 974, 2157, 2157, 4683, 4694, 1983, 1983, 1983, 1983, 1983, 1983, 1983, 1983, 1983, 1983, 1983]
892;[5410, 3277, 5411, 865, 555, 2604, 10015, 10019, 2456, 10662, 2602, 2459, 533, 420, 5274, 8020, 8018, 8021, 8016, 1938];[5410, 5410, 5410, 5411, 865, 2604, 2456, 2602, 2602, 533, 533, 533, 533, 533, 533, 5274, 8020, 8020, 8020, 8020, 8020, 8020, 8020, 8020, 8020, 8016, 1938]
893;[];[]
894;[];[]
895;[];[]
896;[5650, 10171, 10172, 5652, 7223, 1982, 1984, 8230, 981, 971, 7346, 8221, 8222, 849, 848, 844, 842, 7862, 7860, 7868, 836, 7783, 835];[5650, 5650, 5650, 5650, 5652, 1982, 1982, 1982, 8230, 8230, 8230, 8230, 8230, 981, 981, 7346, 8222, 848, 844, 844, 844, 842, 842, 7862, 7862, 7862, 7868, 7868, 7868, 7868, 836, 836, 7783, 835, 835]
897;[835, 7712, 8475, 7710, 755, 3351, 940, 30, 28, 25, 5644, 1047, 69, 65, 6759, 7259, 62, 721, 6994, 6997, 10733, 2377, 725, 714, 5116, 704, 709, 711, 7011, 5680, 8470, 5678, 1729, 10442, 3453, 3451, 1478, 1480, 3446, 1487, 701, 3492, 7207, 7209, 7211, 7212, 9568, 485, 8501, 11048, 492, 493, 494, 496, 10774, 8602, 4535, 185, 10385, 5435, 7232];[835, 835, 835, 7712, 7712, 7712, 8475, 7710, 7710, 7710, 755, 755, 3351, 940, 940, 940, 940, 940, 28, 5644, 6759, 7259, 7259, 62, 6994, 2377, 2377, 725, 714, 714, 704, 709, 711, 8470, 8470, 8470, 8470, 10442, 3453, 3453, 3453, 3451, 3451, 3451, 1478, 1480, 1487, 1487, 1487, 701, 7209, 9568, 9568, 8501, 494, 496, 496, 496, 496, 496, 496, 496, 496, 496, 10774, 10774, 10774, 10774, 10774, 10774, 8602, 8602, 8602, 8602, 8602, 8602, 8602, 8602, 8602, 8602, 185, 185, 185, 185, 185, 10385, 10385, 5435, 5435, 5435, 7232]
898;[5691, 3185, 7049, 7040, 10041, 54, 58, 23, 22, 75, 8202, 6745, 1054, 92, 7797, 90, 3098, 75, 8202, 6745, 1055, 29, 11058, 7809, 7807, 7681];[5691, 5691, 5691, 3185, 3185, 3185, 7040, 54, 23, 22, 22, 3098, 3098, 3098, 3098, 75, 75, 75, 8202, 1055, 7809, 7681, 7681, 7681, 7681, 7681, 7681, 7681]
899;[10560, 7956, 47, 37, 41, 60, 10013, 868, 5674, 1708, 815, 3277, 5411, 863, 2610, 914, 7974, 3123];[10560, 10560, 10560, 10560, 10560, 7956, 7956, 37, 37, 41, 41, 41, 41, 60, 60, 1708, 815, 863, 863, 2610, 7974, 3123, 3123]
900;[];[]
901;[8460, 34, 35, 5645, 5641, 7812, 5644, 1047, 69, 65, 6759, 7259];[8460, 8460, 8460, 7812, 5644, 65, 7259, 7259]
902;[10629, 4212, 4206];[10629, 4206]
903;[10632, 9366, 10633, 4400, 4211, 2714, 4314, 4325, 2718, 9091, 4333, 2721, 4171, 2723, 2712, 7500, 2759, 7152, 7156, 7160, 7881, 7884, 4786, 9347, 6806, 9347];[10632, 10632, 4400, 2714, 2714, 2714, 2714, 2714, 9091, 4171, 7500, 2759, 7160, 4786, 9347, 9347, 9347, 9347]
904;[957, 966, 8218, 8229, 7656, 980, 8736, 862, 6995, 763, 110, 107, 93, 99, 2126, 115];[957, 966, 8218, 8218, 8229, 980, 980, 980, 6995, 110, 107, 107, 93, 99, 2126, 115, 115, 115, 115]
905;[5377, 10376, 10383];[5377, 5377, 5377, 5377, 10383]
906;[];[]
907;[];[]
908;[1047, 69, 64, 7818, 727, 729, 766, 1678, 7749, 764, 7751, 7432, 6746, 731, 6748, 35, 5645, 5641, 7813, 7810, 32, 6745, 1055, 29, 11058, 7809, 7807, 7681, 8245, 770, 8243, 10259, 925, 10273, 6412, 931, 939, 927, 9691, 833, 7782, 837, 7867, 7865, 7863, 840, 843, 847, 851, 8224, 8220, 7344, 972, 982];[1047, 1047, 7818, 7818, 7818, 727, 727, 727, 729, 7749, 7751, 7432, 6746, 731, 7807, 7681, 8243, 925, 10273, 931, 939, 9691, 833, 833, 7782, 837, 837, 837, 7865, 7863, 840, 840, 843, 851, 972, 972, 972, 972, 972, 982]
909;[];[]
910;[];[]
911;[839, 7712, 8475, 7710, 755, 3351, 940, 30, 28, 25, 5643, 7811, 5640, 5646, 5639, 6753, 6750, 6751, 7815, 6431, 828, 7950, 46, 7955, 7953, 10560, 7956, 47, 37, 41, 60, 10013, 868, 5674, 1708, 814, 3113, 5671, 5672, 812, 917];[839, 839, 839, 839, 839, 839, 7712, 7712, 8475, 7710, 7710, 755, 3351, 940, 940, 940, 28, 10560, 10560, 7956, 47, 41, 41, 60, 60, 60, 10013, 10013, 5674, 3113, 3113, 3113, 5671, 917, 917, 917, 917, 917]
912;[4541, 9709, 9712, 4552, 4534, 4530, 1490, 1484, 5807, 1486, 3447, 1481, 1479, 3450, 3454, 10443, 1728, 8468, 5677, 7012, 712, 708, 703, 5114, 7030, 5115, 715, 724, 2378, 8467, 6993, 722, 63, 7258, 6758, 7818, 727, 729, 766, 1678, 7749, 764, 7751, 7432, 6746, 732, 11071, 731, 6748, 35, 5645, 5641, 7813, 7810, 32, 6745, 1055, 29, 11058, 7809, 7807, 7682, 7686, 8752];[4541, 4541, 4541, 9712, 9712, 9712, 9712, 4534, 4534, 4534, 4534, 4534, 4534, 4530, 5807, 5807, 5807, 5807, 5807, 3447, 3447, 1481, 1479, 1479, 1479, 3450, 3450, 10443, 10443, 1728, 5677, 7012, 7012, 7012, 712, 708, 5114, 5114, 5114, 5114, 5114, 715, 2378, 2378, 2378, 2378, 8467, 722, 722, 63, 7258, 7258, 7258, 7258, 6758, 7818, 7818, 7818, 727, 729, 766, 764, 7432, 732, 7807, 7686, 8752, 8752]
913;[];[]
914;[];[]
915;[3315, 3320, 8144, 7244, 7242, 7252, 7511, 10978, 8481, 264, 8047, 9299, 10147, 10145, 5240, 5236, 2425, 2451, 2417, 1474, 1489, 4532, 4537, 4541, 9710, 493, 495, 10704, 6728, 489, 487, 484, 9567, 7213, 486, 787, 792, 789, 791, 1605, 698, 11033, 699, 2491, 683, 685, 7007, 2407, 687, 784, 689, 7001, 3593, 1645, 691, 2462, 1632, 2575, 1641, 694, 2559, 2571, 2578, 3680, 9447, 3651, 3663, 3654, 9456];[3315, 3315, 3320, 3320, 7511, 10978, 10978, 9299, 9299, 10147, 10145, 5240, 5236, 5236, 2451, 2451, 2417, 1489, 4541, 9710, 493, 10704, 484, 484, 9567, 7213, 787, 789, 791, 1605, 683, 685, 685, 784, 1645, 1645, 1645, 691, 1632, 1632, 1632, 1641, 694, 694, 2578, 3680, 3651, 9456, 9456, 9456, 9456]
916;[916, 162, 8485, 10978, 8481, 264, 8047, 9300, 161, 8482, 10669, 717, 7039, 1704, 1713, 7030, 5115, 715, 724, 2378, 8467, 6993, 722, 63, 7258, 6758, 7818, 727, 729, 766, 1678, 7749, 764, 7751, 7432, 6746, 732, 11071, 731, 6748, 35, 5645, 5641, 7813, 7810, 32, 6745, 1055, 29, 11058, 7809, 7807, 7681, 8244];[916, 916, 162, 8485, 8481, 8047, 161, 161, 161, 8482, 10669, 7039, 7039, 7039, 7030, 7030, 7030, 7030, 7030, 715, 724, 724, 2378, 722, 722, 722, 63, 7258, 6758, 6758, 6758, 7818, 7818, 727, 727, 729, 766, 7751, 7432, 732, 7809, 7681, 7681, 7681, 8244, 8244]
917;[335, 336, 648, 4840, 6929, 6927, 1028, 1239, 1162, 7132, 2837, 2833, 7184, 3047, 2832, 332, 6932, 335, 336, 648, 4840, 6929, 6927, 1028, 1239, 1162, 7132, 2837, 2833, 7184, 3047, 2832, 332, 6933, 332, 6931, 10200, 3050, 1028, 1239, 1162, 7132, 2837, 2833, 7184, 3047, 2832, 332, 6931, 10201, 6930, 336, 648, 4841, 9205, 649, 4842, 7135, 337, 338, 4814, 4815, 6923, 8283, 3084, 8169, 8164, 8197, 8200, 10699, 6909, 6876, 8584, 8589, 8590, 6901, 341, 342, 5351, 6868, 6867, 344, 7970, 346, 347, 349, 350, 652, 654, 8889, 10428, 10431, 657, 6206, 4911, 6203, 6164, 6203, 6164, 6203, 6164, 6201, 6200, 6810, 6173, 6149, 6142, 6122, 6164, 6202, 4910, 6207, 658, 10432, 655, 6265, 10427, 352, 5242, 5245, 6265, 10427, 352, 5242, 5244, 6169, 6172, 6808, 6199, 4910, 6207, 658, 10430, 10429, 5729, 7613, 5757, 6285, 6337, 6358, 6382, 6397, 6399, 6406, 349, 350, 651, 6294, 5785, 6287, 5758, 6275, 6274, 5765, 5761, 6271, 5749, 10318, 10319, 2149, 2151, 6236, 11054, 5152, 4837, 6279, 11060, 6364, 6402, 6408, 8569, 6837, 6836, 6845, 6852, 6872, 6882, 6891, 6896, 6876, 8584, 8589, 8590, 6901, 341, 342, 5351, 6868, 6867, 344, 7970, 345, 6858, 6855, 6839, 6835, 6411, 2226, 2222, 6236, 11054, 5152, 4837, 6279, 11060, 6364, 6402, 6408, 8569, 6837, 6836, 6845, 6852, 6872, 6882, 6891, 6896, 6876, 8584, 8589, 8590, 6901, 341, 342, 5351, 6868, 6867, 343, 6862, 6866, 6868, 6867, 344, 7970, 345, 6858, 6855, 6839, 6835, 6411, 2226, 2222, 6236, 11054, 5152, 4837, 6279, 11060, 6364, 6402, 6408, 8569, 6837, 6836, 6845, 6852, 6872, 6882, 6891, 6896, 6876, 8584, 8589, 8590, 6901, 341, 342, 5351, 6868, 6867, 344, 7970, 345, 6858, 6855, 6839, 6835, 6411, 2226, 2222, 6236, 11054, 5152, 4837, 6279, 11060, 6364, 6402, 6408, 8569, 6837, 6836, 6845, 6852, 6872, 6882, 6891, 6896, 6876, 8584, 8589, 8591, 8587, 8585, 6878, 6911, 10698, 8199, 8197, 8199, 8196, 8166, 8168, 3086, 8281, 6924, 4817, 4811, 8597, 3037, 3028, 4810, 339, 4809, 3029, 3035, 3026, 3023, 3019, 3012, 7139, 3010, 8592, 8593, 6918, 9205, 649, 4842, 7135, 337, 339, 4809, 3029, 3035, 3026, 3023, 3019, 3012, 7139, 3010, 8592, 8593, 6918, 9205, 649];[335, 648, 6932, 6932, 6932, 6932, 6932, 6932, 6933, 6931, 6931, 6931, 6931, 6931, 10200, 10200, 3050, 10201, 6930, 4842, 7135, 4814, 3084, 3084, 8197, 8590, 8590, 8590, 341, 6867, 344, 347, 349, 652, 10431, 657, 657, 6164, 6164, 6164, 6164, 6164, 6164, 6164, 6164, 6164, 6122, 6122, 6122, 6202, 6207, 6207, 6207, 658, 655, 352, 352, 10427, 349, 7970, 6867, 6868, 8590, 8590, 6901, 8591, 8197, 8199, 8196, 8168, 8168, 4810, 7135, 649, 649]
918;[309, 310, 8817, 6795, 6798, 8820, 6793, 4876, 9881, 4886, 1757, 1733, 7880, 7695, 7698, 1742, 1744, 1746, 5260, 10406, 7172, 5363, 7173, 528, 7102, 1904, 3334, 1961, 535, 8266, 5257, 538, 3144, 3162, 566, 10565, 3194, 3195, 7480, 3295, 10563, 3175, 1967, 8323, 8320, 568, 879, 5284, 5281, 3137, 585, 10879, 587, 5691, 3185, 7050, 7048, 7061, 7820, 52, 54, 57, 5134, 7045, 7046, 7041, 7048];[309, 309, 309, 309, 310, 6795, 8820, 9881, 9881, 9881, 4886, 4886, 1757, 1757, 1733, 7698, 1746, 5260, 7172, 7172, 7172, 7172, 7172, 7172, 7172, 7172, 7172, 528, 7102, 7102, 7102, 1904, 3334, 3334, 3334, 3334, 1961, 1961, 1961, 1961, 8266, 5257, 538, 538, 538, 3144, 3162, 3162, 566, 3295, 1967, 8323, 8323, 8323, 8320, 568, 879, 879, 3137, 3185, 3185, 7050, 7048, 7048, 7048]
919;[];[]
920;[5650, 10171, 10172, 5653, 5651, 5650, 10171, 10172, 5652, 7223, 1982, 1986, 1083, 6433, 10261, 10262, 10265, 4746, 2170, 4695, 1081, 407, 399, 401, 402, 11051, 403, 396, 397, 390, 16, 10052, 13, 4806, 2198, 9, 6824, 819, 8255, 8253, 128, 129, 8260, 624, 8002, 8261, 5109, 5004, 134, 135, 144, 139, 140, 518, 521, 4802, 141, 229, 8239, 226, 228, 3427, 5635, 5676, 8469, 8471, 5681, 8235, 7804, 811, 804, 1687, 5693, 807, 824, 5692, 10668, 8483, 369, 162, 8485, 10978, 8481, 264, 8047, 9300, 160, 5666];[5650, 5650, 5650, 5650, 10171, 5651, 6433, 4746, 1081, 1081, 407, 401, 390, 16, 10052, 4806, 2198, 2198, 2198, 2198, 2198, 2198, 2198, 9, 9, 9, 9, 9, 6824, 6824, 6824, 819, 8253, 8253, 128, 129, 8260, 8260, 624, 8002, 8002, 8261, 5109, 5109, 134, 134, 134, 134, 134, 135, 140, 518, 521, 141, 141, 229, 229, 229, 229, 8239, 8239, 8239, 8239, 8239, 8239, 8239, 8239, 8239, 8239, 8239, 8239, 226, 226, 228, 228, 228, 3427, 3427, 5635, 5635, 5635, 5635, 5635, 5635, 5635, 5635, 5635, 5681, 7804, 811, 811, 811, 811, 811, 811, 811, 5693, 807, 824, 5692, 160, 5666]
921;[10082, 2330, 10197, 6999, 7304, 9202, 10484, 10177, 10174, 10707, 2383, 10710, 892, 10182, 578, 10194, 10184, 1340, 10192, 897, 1332, 1320, 10187, 10190, 1314, 5594, 5576, 5560, 5558, 5554, 1244, 1220, 5593, 5596, 7236, 5590, 5588, 5561, 5566, 821, 822, 8253, 128, 129, 8260, 624, 8002, 8261, 5109, 5004, 134, 135, 144, 139, 140, 517, 514, 516, 4144, 523, 524, 523, 525, 5418, 5477, 5423, 5450, 5437, 5451, 5454, 5467, 6774, 6776, 6772, 5423, 5450, 5437, 5451, 5455, 5024, 9706, 9708, 6967, 6963, 1583, 8716, 6961, 1516, 6984, 1574, 1573, 9269, 6956, 1582, 8711, 1578, 3930, 6949, 1563, 6945, 2406, 1541, 2401, 4866, 166, 1378, 3883, 1375, 1381];[10082, 10082, 10197, 10197, 9202, 10177, 2383, 10182, 10194, 1340, 1340, 1340, 10192, 1332, 1320, 5594, 5558, 1220, 5590, 5588, 5561, 822, 8253, 128, 129, 8260, 624, 8002, 8002, 5109, 134, 134, 134, 134, 135, 140, 140, 514, 514, 514, 516, 4144, 4144, 4144, 523, 523, 523, 523, 523, 523, 523, 523, 523, 523, 523, 523, 523, 5450, 5437, 5467, 5467, 5467, 5437, 5437, 5437, 5437, 5437, 5437, 5455, 5024, 9708, 8716, 6984, 1573, 8711, 1563, 6945, 2406, 2401, 1378, 3883, 1375, 1381]
922;[4169, 10519, 2678, 4152, 2698, 5154, 4561, 8494, 5157, 7899, 5139, 8921, 8733, 303, 7765, 5398, 5255, 372, 371, 530, 3314, 1725, 8481, 264, 8047, 9300, 161, 8483, 368, 5107, 1717, 1707, 3283, 3281, 1705, 7057, 1159, 3278, 3286, 3288, 866, 5685, 869, 52, 54, 58, 24, 10039, 5129, 3103, 5133, 3091, 3093, 8210, 3346];[4169, 10519, 10519, 10519, 4152, 4152, 2698, 4561, 5157, 5139, 5139, 5139, 8921, 303, 303, 303, 303, 7765, 5398, 5255, 371, 530, 3314, 3314, 1725, 1725, 1725, 1725, 1725, 8047, 161, 368, 368, 368, 5107, 5107, 1707, 7057, 3278, 866, 52, 52, 52, 54, 54, 58, 24, 5129, 5133, 3091, 3091, 3093, 3093, 8210, 3346, 3346, 3346, 3346]
923;[3640, 10470, 3596, 692, 1644, 3594, 7002, 690, 782, 688, 2408, 7008, 686, 682, 680, 7614, 7616, 7209, 7211, 7212, 9568, 485, 8501, 11048, 492, 493, 494, 497, 8602, 4535, 185, 10385, 5435, 7232, 5446, 187, 10373, 7229, 5239, 10144, 11045, 10146, 10550, 1687];[3640, 3640, 3640, 3640, 3596, 3596, 692, 690, 7008, 7008, 686, 682, 680, 7614, 7614, 7614, 7614, 7616, 7616, 7616, 7616, 7616, 7616, 7616, 7616, 7212, 9568, 485, 494, 497, 497, 497, 8602, 8602, 8602, 8602, 8602, 8602, 8602, 8602, 8602, 8602, 8602, 8602, 4535, 185, 10385, 5435, 5435, 5435, 7232, 5446, 187, 187, 10373, 5239, 11045, 10550, 1687]
924;[10260, 5650, 10171, 10172, 5652, 7223, 1982, 1986, 1083, 6433, 10261, 10262, 10264, 10262, 10265, 4746, 2170, 4695, 1081, 407, 399, 401, 402, 11051, 403, 396, 397, 390, 16, 10052, 13, 4806, 2198, 9, 6824, 819, 8255, 8253, 128, 129, 8260, 624, 8002, 8261, 5109, 5004, 134, 136, 3, 9599, 7624, 2328, 8262, 7620, 7622, 2669, 2326];[10260, 10260, 5650, 10172, 10262, 10264, 10265, 2170, 4695, 1081, 1081, 1081, 399, 401, 390, 16, 10052, 4806, 4806, 2198, 2198, 9, 6824, 819, 8253, 128, 129, 8260, 8260, 624, 8002, 8002, 8002, 8261, 5109, 5004, 134, 134, 134, 134, 134, 134, 136, 3, 9599, 9599, 7624, 2669, 2326]
925;[4263, 4260, 4263, 4260, 4264, 9366, 10633, 4400, 4211, 2717, 2030, 2675, 4308, 8785, 2706, 4118, 4376, 2621, 2028, 6785, 8029, 5460, 6781, 3968, 3983, 8044, 1540, 7088, 7090, 10934, 1535, 5405, 1387, 1391, 1495, 4056, 1394, 10002, 9219, 4024, 7270, 7266, 1397, 8640, 4049, 9224, 1399, 1509, 1373, 3955, 1371, 1402, 1371];[4263, 4263, 4263, 4263, 4260, 9366, 4211, 2717, 2675, 8785, 2706, 2706, 2706, 4118, 4376, 2621, 2621, 2621, 2621, 2621, 6781, 3968, 1540, 10934, 1535, 5405, 1495, 4056, 1394, 4024, 4049, 1399, 1509, 1509, 1373, 3955, 3955, 3955, 1371, 1371, 1402, 1402, 1402, 1402, 1371, 1371]
926;[8211, 83, 90, 3099, 3095, 3100, 3109, 3105, 3096, 3111, 10671, 73, 10366, 740, 3343, 3340, 5690, 3342, 584, 3136, 5282, 5285, 880, 569, 440, 3171, 442, 1964, 3292];[8211, 8211, 3099, 3095, 3105, 73, 10366, 10366, 3343, 3340, 584, 5282, 5285, 880, 880, 880, 880, 880, 569, 569, 569, 440, 442, 1964, 3292, 3292, 3292]
927;[10366, 741, 10407, 734, 875, 886, 871, 878, 10417, 1972, 736, 3127, 735, 5246, 72, 10670, 3112, 3106, 3108, 3101, 3094, 75, 8201, 5017, 4788, 19, 5639, 6752, 7814, 922, 35, 5646];[10366, 10407, 10407, 10407, 734, 875, 886, 871, 878, 878, 878, 10417, 10417, 10417, 10417, 10417, 10417, 10417, 10417, 10417, 10417, 10417, 736, 736, 736, 736, 736, 736, 736, 736, 735, 3112, 3101, 75, 8201, 8201, 8201, 5017, 4788, 19, 19, 19, 5639, 922, 35, 5646, 5646, 5646, 5646]
928;[1604, 1606, 1607, 699, 2491, 683, 685, 7007, 2407, 687, 783, 8933, 775, 777, 5609, 5610, 216, 211, 202, 214, 9486, 1044, 218, 221, 224, 233, 234, 3414, 8461, 3418, 237, 483, 1060, 8473, 7828, 7706, 8776, 7423, 241, 5493, 6981, 5492];[1604, 1604, 1604, 1604, 1607, 2491, 683, 685, 685, 685, 2407, 8933, 8933, 777, 216, 211, 211, 202, 202, 202, 214, 214, 9486, 1044, 218, 218, 218, 218, 218, 224, 224, 234, 3418, 3418, 237, 237, 483, 483, 483, 483, 483, 483, 1060, 1060, 8473, 7828, 7423, 7423, 241, 6981, 6981, 6981, 5492, 5492]
929;[10260, 5650, 10171, 10172, 5652, 7224, 7226, 7222, 7228, 9128, 2164, 2155, 976, 985, 8736, 862, 6995, 763, 110, 108, 109, 88, 8150, 5495, 7683, 80, 83, 90, 3098, 75, 8202, 6745, 1055, 28, 27, 7810, 32];[10260, 10260, 10260, 10260, 5650, 5650, 5652, 7224, 7222, 7228, 7228, 7228, 7228, 9128, 2155, 976, 985, 985, 985, 985, 8736, 8736, 8736, 8736, 6995, 763, 108, 109, 88, 88, 88, 8150, 8150, 5495, 5495, 80, 80, 90, 90, 3098, 3098, 75, 8202, 7810, 32, 32, 32, 32, 32, 32]
930;[9401, 9392, 2500, 2435, 2476, 10457, 7014, 2438, 2407, 687, 783, 8933, 775, 777, 5609, 5610, 216, 210, 204, 206];[9401, 9401, 9401, 9392, 2500, 2435, 10457, 2438, 2438, 2407, 2407, 687, 8933, 8933, 775, 5609, 216, 216, 216, 216, 204, 204, 204, 204, 206, 206, 206, 206]
931;[369, 162, 8485, 10978, 8481, 264, 8047, 9299, 10147, 10145, 5238, 7230, 10369, 10370, 8027, 5373, 5377, 10376, 10383, 10378, 1953, 5463, 265, 5425, 5418, 5477, 5423, 5450, 5437, 5452, 5427, 6778];[369, 369, 162, 8485, 10978, 8481, 8047, 9299, 10145, 10145, 10145, 7230, 8027, 8027, 8027, 5373, 5373, 5377, 5377, 1953, 5463, 5463, 5463, 5463, 265, 265, 265, 265, 265, 265, 265, 5425, 5418, 5423, 5437, 5437, 5427, 5427, 5427, 6778, 6778, 6778]
932;[];[]
933;[10141, 8999, 2032, 7460, 2717, 2030, 2675, 4308, 8785, 2706, 4118, 4376, 2621, 2027, 2621, 2028, 6785, 8029, 5458, 8029, 5460, 6781, 3968, 3984, 3969, 6780, 5461, 3960, 5475, 5524, 5471, 5454, 5467, 6775, 5432, 9873, 11029, 5457, 5474, 5420, 6771, 9021, 183, 184, 1952, 10380, 7233, 4586, 10112, 10114, 4773, 1946, 416, 5390, 412, 7091, 5105, 5255, 372, 371, 529, 3312, 531, 532, 535, 8266, 5257, 538, 3144, 3162, 566, 10565, 3194, 3195, 7480, 3295, 10563, 3175, 1967, 8323, 8320, 567, 572, 8719, 573, 575, 7917, 7915, 559, 561, 563, 4594, 10198, 890, 10204, 1353, 892, 10181, 2184, 2159, 2288, 8528];[10141, 10141, 7460, 7460, 7460, 7460, 2675, 8785, 8785, 4118, 4118, 4118, 4118, 4376, 4376, 4376, 2621, 2027, 2027, 2027, 5458, 6781, 3968, 2159, 8528]
934;[2508, 5298, 2409, 9873, 11029, 5457, 5474, 5420, 6771, 9021, 183, 184, 1953, 5463, 265, 5425, 5418, 5477, 5421, 11031, 11029, 5457, 5474, 5420, 6771, 9021, 183, 185, 10385, 5434, 2417, 1474, 1488, 1490, 1484, 5807, 1486, 3446, 1486, 3447, 1481, 1479, 3450, 3454, 10443, 1728, 8468, 5677, 7012, 712, 708, 703, 5115, 715, 724, 2378, 8467, 6993, 722, 63, 7258, 6758, 7818, 727, 729, 766, 1678, 7749, 764, 7751, 7432, 6746, 732, 11071, 731, 6748, 35, 5645, 5641, 7813, 7810, 32, 6745, 1055, 29, 11058, 7809, 7807, 7682, 7686, 8752, 941, 1052, 3355];[2508, 2508, 5298, 2409, 9873, 9873, 11029, 5474, 5420, 6771, 6771, 6771, 9021, 9021, 9021, 9021, 183, 183, 183, 183, 183, 183, 183, 183, 183, 10385, 5434, 1488, 5807, 3446, 3446, 3446, 1486, 1481, 3450, 3454, 10443, 1728, 1728, 5677, 7012, 708, 703, 5115, 715, 715, 724, 2378, 722, 722, 7258, 7818, 7818, 727, 729, 766, 7751, 7432, 732, 7809, 7809, 7809, 7682, 7682, 8752, 8752, 1052, 3355, 3355, 3355, 3355]
935;[];[]
936;[4169, 10519, 2677, 2685, 5300, 5421, 11031, 11029, 5456, 501, 10231, 506, 5163, 512, 785, 792, 789, 791, 1604, 1606, 1607, 699, 2492, 681, 7024, 7022, 1681, 1145, 1140, 9403, 220];[4169, 10519, 2677, 2685, 5300, 11029, 5456, 5163, 5163, 5163, 512, 512, 512, 512, 512, 512, 785, 789, 789, 1604, 681, 7022, 1681, 1145, 1145, 1140, 9403, 9403, 9403, 9403, 9403, 220]
937;[5715, 544, 7285, 547, 2370, 5228, 557, 549, 8632, 1904, 3334, 1961, 536, 3118, 2457, 10018, 10017, 2605, 554, 864, 5410, 3276, 5670, 5150, 1159, 3278, 3286, 3288, 867, 10014, 59, 40, 48, 42, 44, 63];[5715, 5715, 544, 544, 547, 2370, 2370, 2370, 5228, 5228, 557, 557, 557, 557, 557, 557, 557, 557, 557, 549, 549, 549, 549, 549, 1904, 3334, 3334, 1961, 1961, 1961, 536, 2457, 2457, 2457, 2457, 10018, 10018, 10018, 10018, 10018, 2605, 2605, 2605, 2605, 554, 5410, 3276, 3276, 5150, 5150, 5150, 5150, 3286, 10014, 10014, 59, 59, 40, 40, 42, 42, 42, 44, 44, 44, 44, 44, 44, 44, 44, 63]
938;[9650, 738];[9650, 9650, 738, 738, 738, 738, 738, 738, 738]
939;[5632, 5626, 5631, 7076, 5633, 5621, 5623, 1579, 1571];[5632, 5632, 5626, 7076, 5623, 1579, 1571]
940;[1055, 28, 27, 7810, 32, 6745, 1055, 28, 25, 5644, 1048, 7259, 62, 721, 6994, 6997, 10733, 2377, 725, 714, 5114, 7029, 7031, 7032, 7038, 719, 10668, 8483, 369, 162, 8485, 10978, 8481, 264, 8047, 9299, 10147, 10145, 5238, 7230, 10369, 10370, 8027, 5373, 5377, 10376, 10383, 10378, 1953, 5463, 265, 5425, 5418, 5477, 5423, 5450, 5437, 5451, 5455, 5024, 9706, 9708, 6967, 6963, 1583, 8716, 6961, 1516, 6984, 1574, 1573, 9269, 6955, 1451, 3899, 7072, 3900];[1055, 1055, 1055, 27, 7810, 1048, 7259, 7259, 62, 721, 6994, 2377, 725, 5114, 7029, 7029, 7029, 7032, 10668, 10668, 10668, 8483, 369, 162, 10978, 8481, 8047, 9299, 10145, 10145, 10369, 8027, 5373, 5373, 5373, 5377, 5377, 10383, 1953, 5463, 265, 265, 5425, 5477, 5477, 5423, 5437, 5451, 5451, 5451, 5451, 5451, 5451, 5024, 9708, 8716, 6984, 1573, 6955, 7072, 7072, 7072, 7072, 3900, 3900, 3900, 3900]
